Ontology transportation.incoherent.xml
1157/2380 tiên đề logic
Số khái niệm không thoả được: 62
Số khái niệm: 445
Số tiên đề tri thức nền ban đầu: 1015
OpenTopRailcar ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Bus ⊑ Ambulance: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
Roadway ⊑ Ambulance: Accepted (k=4, nAx=1115, nAxPerStep=25.0)
WhalingShip ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Guiding ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ClassIRailroad ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
NationalShipRegister ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Bulkhead ⊑ Ambulance: NA_ODP (k=5, nAx=1128, nAxPerStep=22.6, nDeltaODP = 7)
DeckCrane ⊑ Ambulance: NA_ODP (k=8, nAx=1136, nAxPerStep=15.1, nDeltaODP = 98)
Truck ⊑ Ambulance: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
SelfPoweredVehicle ⊑ Ambulance: NA_ODP (k=4, nAx=1115, nAxPerStep=25.0, nDeltaODP = 87)
Heliport ⊑ Ambulance: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
CanalLockGate ⊑ Ambulance: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
SeaLane ⊑ Ambulance: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
PortCrane ⊑ Ambulance: NA_ODP (k=8, nAx=1136, nAxPerStep=15.1, nDeltaODP = 98)
RiverPort ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
MultifunctionalLargeLoadCarrierShip ⊑ Ambulance: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
DryBulkCarrierShip ⊑ Ambulance: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
GondolaRailcar ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
LocomotiveCoalCar ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
BargeCarrierShip ⊑ Ambulance: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
DromedaryContainer ⊑ Ambulance: NA_ODP (k=8, nAx=1136, nAxPerStep=15.1, nDeltaODP = 98)
CaseRole ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
VehicleCrew ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
MovingViolation ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
RadarFacility ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
OneWayTransitway ⊑ Ambulance: NA_ODP (k=9, nAx=1141, nAxPerStep=14.0, nDeltaODP = 7)
SelfDischargingBulkCarrierShip ⊑ Ambulance: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
ContainerHandlingEquipment ⊑ Ambulance: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
ClassIIRailroad ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Airplane ⊑ Ambulance: Rejected (k=6, nAx=1116, nAxPerStep=16.8)
BroadGaugeRailway ⊑ Ambulance: NA_ODP (k=12, nAx=1141, nAxPerStep=10.5, nDeltaODP = 7)
StationaryArtifact ⊑ Ambulance: NA_ODP (k=5, nAx=1128, nAxPerStep=22.6, nDeltaODP = 7)
Radar ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
UnitOfMeasure ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ContainerAndRoRoCargoShip ⊑ Ambulance: Accepted (k=3, nAx=1115, nAxPerStep=33.3)
Lighter ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
PortDetention ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
GalleryCar ⊑ Ambulance: NA_ODP (k=15, nAx=1157, nAxPerStep=9.5, nDeltaODP = 98)
PalletizedCargoShip ⊑ Ambulance: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
IntermodalTransportationSystem ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
PassengerAndLandingCraft ⊑ Ambulance: NA_ODP (k=5, nAx=1122, nAxPerStep=21.4, nDeltaODP = 8)
TransitwayState ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
⊤ ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
WaterArea ⊑ Ambulance: NA_ODP (k=5, nAx=1123, nAxPerStep=21.6, nDeltaODP = 8)
FishFactoryShip ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
ClassIIIRailroad ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CanalLock ⊑ Ambulance: NA_ODP (k=5, nAx=1128, nAxPerStep=22.6, nDeltaODP = 7)
Vehicle ⊑ Ambulance: NA_ODP (k=9, nAx=1136, nAxPerStep=13.4, nDeltaODP = 98)
TransitStop ⊑ Ambulance: NA_ODP (k=7, nAx=1141, nAxPerStep=18.0, nDeltaODP = 7)
WindPoweredDevice ⊑ Ambulance: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
RoadTransportationSystem ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
License ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
UserPoweredDevice ⊑ Ambulance: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
DangerousGoods ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Automobile ⊑ Ambulance: Rejected (k=3, nAx=1113, nAxPerStep=32.7)
ShipCompartment ⊑ Ambulance: NA_ODP (k=6, nAx=1123, nAxPerStep=18.0, nDeltaODP = 7)
DisplacementHullWatercraft ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
TimeInterval ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Canal ⊑ Ambulance: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
Artifact ⊑ Ambulance: NA_ODP (k=5, nAx=1123, nAxPerStep=21.6, nDeltaODP = 7)
Locomotive ⊑ Ambulance: Rejected (k=4, nAx=1114, nAxPerStep=24.8)
WaterwayJunction ⊑ Ambulance: Accepted (k=5, nAx=1116, nAxPerStep=20.2)
Windmill ⊑ Ambulance: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
OrganizationalProcess ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
SludgeDisposalVessel ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Attribute ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
TrafficLight ⊑ Ambulance: NA_ODP (k=6, nAx=1123, nAxPerStep=18.0, nDeltaODP = 8)
Transportation ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
TruckTractor ⊑ Ambulance: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
UnsurfacedRoadway ⊑ Ambulance: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
Machine ⊑ Ambulance: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
RailTransportationSystem ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
DeonticAttribute ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Railcar ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
PassengerShip ⊑ Ambulance: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
Agent ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
DeckCargo ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
AsymmetricRelation ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
JetEngine ⊑ Ambulance: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
GasolineEngine ⊑ Ambulance: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
Freighter ⊑ Ambulance: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
RollOnRollOffCargoShip ⊑ Ambulance: NA_ODP (k=13, nAx=1136, nAxPerStep=9.3, nDeltaODP = 98)
IrreflexiveRelation ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
NaturalGasPipeline ⊑ Ambulance: NA_ODP (k=9, nAx=1141, nAxPerStep=14.0, nDeltaODP = 7)
OffshoreShipRegister ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
GeopoliticalArea ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ScaleTestCar ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
OutfitCar ⊑ Ambulance: NA_ODP (k=15, nAx=1157, nAxPerStep=9.5, nDeltaODP = 98)
FiveWellStackCar ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
ModeOfTransit ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
SingleTrafficLane ⊑ Ambulance: NA_ODP (k=9, nAx=1141, nAxPerStep=14.0, nDeltaODP = 7)
ContractCarrier ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
FlatRackContainer ⊑ Ambulance: NA_ODP (k=8, nAx=1136, nAxPerStep=15.1, nDeltaODP = 98)
LightTruck ⊑ Ambulance: Accepted (k=3, nAx=1113, nAxPerStep=32.7)
InternationalLaw ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
PortEmbargo ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ContainerShip ⊑ Ambulance: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
TrainStation ⊑ Ambulance: NA_ODP (k=8, nAx=1141, nAxPerStep=15.8, nDeltaODP = 7)
Airport ⊑ Ambulance: Accepted (k=6, nAx=1117, nAxPerStep=17.0)
LegalCharge ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CargoShip ⊑ Ambulance: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
Translocation ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
InternalShipRegister ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
IntermodalTransportation ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Arriving ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
LiquefiedGasTankerShip ⊑ Ambulance: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
InternalCombustionEngine ⊑ Ambulance: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
CoachRailcar ⊑ Ambulance: NA_ODP (k=15, nAx=1157, nAxPerStep=9.5, nDeltaODP = 98)
TakingOff ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
GeographicArea ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
MilitaryVan ⊑ Ambulance: NA_ODP (k=8, nAx=1136, nAxPerStep=15.1, nDeltaODP = 98)
UreaCarrierShip ⊑ Ambulance: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
RadarOrSonar ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Catamaran ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
CommercialCarrier ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Trail ⊑ Ambulance: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
Dam ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Substance ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
DepartmentOfTransportation ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
LivestockCarrierShip ⊑ Ambulance: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
MerchantMarineShip ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
VehicleCarrierShip ⊑ Ambulance: NA_ODP (k=13, nAx=1136, nAxPerStep=9.3, nDeltaODP = 98)
TransportationSystem ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
FHWAVehicleClass5 ⊑ Ambulance: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
FHWAVehicleClass6 ⊑ Ambulance: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
FHWAVehicleClass7 ⊑ Ambulance: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
FHWAVehicleClass8 ⊑ Ambulance: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
Transitway ⊑ Ambulance: NA_ODP (k=8, nAx=1141, nAxPerStep=15.8, nDeltaODP = 7)
FHWAVehicleClass1 ⊑ Ambulance: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
PetroleumTankerShip ⊑ Ambulance: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
FHWAVehicleClass2 ⊑ Ambulance: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
LocalTransitSystem ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
FHWAVehicleClass4 ⊑ Ambulance: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
DrillingShip ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
BinaryPredicate ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
RoadJunction ⊑ Ambulance: NA_ODP (k=5, nAx=1122, nAxPerStep=21.4, nDeltaODP = 8)
FHWAVehicleClass9 ⊑ Ambulance: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
FullSizeVan ⊑ Ambulance: Rejected (k=3, nAx=1113, nAxPerStep=32.7)
WoodChipsCarrierShip ⊑ Ambulance: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
DryBulkCargo ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
MaritimeBlockade ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ShippingChannel ⊑ Ambulance: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
ShortSeaPassengerShip ⊑ Ambulance: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
Profession ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
RailwayTerminal ⊑ Ambulance: NA_ODP (k=8, nAx=1141, nAxPerStep=15.8, nDeltaODP = 7)
TransportationDevice ⊑ Ambulance: NA_ODP (k=8, nAx=1136, nAxPerStep=15.1, nDeltaODP = 98)
CrewDormCar ⊑ Ambulance: NA_ODP (k=15, nAx=1157, nAxPerStep=9.5, nDeltaODP = 98)
Signalling ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
MotorScooter ⊑ Ambulance: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
CombinationOreAndOilCarrierShip ⊑ Ambulance: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
FishingTrawler ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
NavigationLight ⊑ Ambulance: NA_ODP (k=6, nAx=1123, nAxPerStep=18.0, nDeltaODP = 8)
CommercialService ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
RefrigeratedCargoShip ⊑ Ambulance: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
Managing ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
TransportationSchedule ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
TurbopropAirplane ⊑ Ambulance: Rejected (k=3, nAx=1113, nAxPerStep=32.7)
Making ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
JetAirplane ⊑ Ambulance: Rejected (k=3, nAx=1113, nAxPerStep=32.7)
Motorboat ⊑ Ambulance: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
Pipeline ⊑ Ambulance: NA_ODP (k=9, nAx=1141, nAxPerStep=14.0, nDeltaODP = 7)
Ramp ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
AirTrafficControlProcedure ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
PassengerCar ⊑ Ambulance: Rejected (k=3, nAx=1113, nAxPerStep=32.7)
TransportationCompany ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CombinationBulkAndOilCarrierShip ⊑ Ambulance: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
TerminalBuilding ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Keeping ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
AirTrafficControlCenter ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
UserPoweredVehicle ⊑ Ambulance: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
IceBreakerShip ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
ShipHatch ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ShipRegister ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Shipping ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ShippingLane ⊑ Ambulance: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
Urea ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
SelfPoweredDevice ⊑ Ambulance: NA_ODP (k=9, nAx=1136, nAxPerStep=13.4, nDeltaODP = 98)
ParkingGarage ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
RelationalAttribute ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
FHWAVehicleClass12 ⊑ Ambulance: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
SportUtilityVehicle ⊑ Ambulance: Rejected (k=3, nAx=1113, nAxPerStep=32.7)
FHWAVehicleClass13 ⊑ Ambulance: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
Wheel ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
InternationalAirport ⊑ Ambulance: Accepted (k=3, nAx=1113, nAxPerStep=32.7)
FHWAVehicleClass10 ⊑ Ambulance: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
FHWAVehicleClass11 ⊑ Ambulance: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
Cycle ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
SurfacedRoadway ⊑ Ambulance: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
OrganicObject ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
HydraCushionFreightCar ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
TruckTrailer ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
ElectronicDevice ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
LinerService ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
SteamEngine ⊑ Ambulance: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
FuelTank ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
DeckCargoShip ⊑ Ambulance: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
HoistingDevice ⊑ Ambulance: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
FireBoat ⊑ Ambulance: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 7)
TradeEmbargo ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
OffshoreWellProductionShip ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
DieselEngine ⊑ Ambulance: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
MotorHopper ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
OffshoreAnchorage ⊑ Ambulance: NA_ODP (k=5, nAx=1123, nAxPerStep=21.6, nDeltaODP = 8)
InternalAttribute ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
FossilFuel ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
UnaryFunction ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
TransportationControlDevice ⊑ Ambulance: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
RailCarrierControl ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Object ⊑ Ambulance: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
OffshoreSupplyShip ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Anchorage ⊑ Ambulance: NA_ODP (k=5, nAx=1123, nAxPerStep=21.6, nDeltaODP = 8)
PassengerRailwayCar ⊑ Ambulance: NA_ODP (k=15, nAx=1157, nAxPerStep=9.5, nDeltaODP = 98)
OpenTopRailcar ⊑ Train: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
SpecializedTankerShip ⊑ Train: Rejected (k=9, nAx=1034, nAxPerStep=2.1)
RotaryDumpCar ⊑ Train: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
SelfConnectedObject ⊑ Train: NA_ODP (k=6, nAx=1139, nAxPerStep=20.7, nDeltaODP = 8)
HumanPoweredDevice ⊑ Train: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
PontoonBridge ⊑ Train: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
RailwayVehicle ⊑ Train: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
BodyMotion ⊑ Train: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
PhysicalQuantity ⊑ Train: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Pier ⊑ Train: NA_ODP (k=5, nAx=1128, nAxPerStep=22.6, nDeltaODP = 7)
Harbor ⊑ Train: NA_ODP (k=5, nAx=1123, nAxPerStep=21.6, nDeltaODP = 8)
ChemicalTankerShip ⊑ Train: Rejected (k=9, nAx=1034, nAxPerStep=2.1)
HumanHabitationSpace ⊑ Train: NA_ODP (k=9, nAx=1141, nAxPerStep=14.0, nDeltaODP = 7)
RailwayJunction ⊑ Train: Accepted (k=5, nAx=1115, nAxPerStep=20.0)
DiningCar ⊑ Train: NA_ODP (k=15, nAx=1157, nAxPerStep=9.5, nDeltaODP = 98)
TransitwayObstacle ⊑ Train: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Barge ⊑ Train: Rejected (k=7, nAx=1034, nAxPerStep=2.7)
UnimodalTransportationSystem ⊑ Train: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
FlightDeck ⊑ Train: NA_ODP (k=5, nAx=1123, nAxPerStep=21.6, nDeltaODP = 7)
Trailer ⊑ Train: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
SpineCar ⊑ Train: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Text ⊑ Train: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
