Ontology transportation.incoherent.xml
1157/2380 tiên đề logic
Số khái niệm không thoả được: 62
Số khái niệm: 445
Số tiên đề tri thức nền ban đầu: 1015
Ambulance ⊑ OpenTopRailcar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Sailboat: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Bus: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Roadway: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ WhalingShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Guiding: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ ClassIRailroad: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ NationalShipRegister: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Bulkhead: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ DeckCrane: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Truck: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ SelfPoweredVehicle: Accepted (k=4, nAx=1113, nAxPerStep=24.5)
Ambulance ⊑ Heliport: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ CanalLockGate: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ SeaLane: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ PortCrane: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ RiverPort: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ MultifunctionalLargeLoadCarrierShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ DryBulkCarrierShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ GondolaRailcar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ LocomotiveCoalCar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ BargeCarrierShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ DromedaryContainer: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ CaseRole: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ VehicleCrew: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ MovingViolation: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ RadarFacility: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ OneWayTransitway: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ SelfDischargingBulkCarrierShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ ContainerHandlingEquipment: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ ClassIIRailroad: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Airplane: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Ambulance ⊑ BroadGaugeRailway: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ StationaryArtifact: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Radar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ UnitOfMeasure: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Lighter: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ PortDetention: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ GalleryCar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ PalletizedCargoShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ IntermodalTransportationSystem: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ PassengerAndLandingCraft: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ TransitwayState: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ ⊤: Accepted (k=2, nAx=1016, nAxPerStep=0.5)
Ambulance ⊑ WaterArea: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ FishFactoryShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ ClassIIIRailroad: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ CanalLock: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Vehicle: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ TransitStop: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ WindPoweredDevice: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ RoadTransportationSystem: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ License: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ UserPoweredDevice: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ DangerousGoods: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Automobile: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Ambulance ⊑ ShipCompartment: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ DisplacementHullWatercraft: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ TimeInterval: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Canal: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Artifact: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Locomotive: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Ambulance ⊑ WaterwayJunction: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Windmill: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ OrganizationalProcess: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ SludgeDisposalVessel: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Attribute: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ TrafficLight: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Transportation: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ TruckTractor: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ UnsurfacedRoadway: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Machine: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ RailTransportationSystem: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ DeonticAttribute: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Railcar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ PassengerShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Agent: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ DeckCargo: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ AsymmetricRelation: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ JetEngine: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ GasolineEngine: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Freighter: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ RollOnRollOffCargoShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ IrreflexiveRelation: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ NaturalGasPipeline: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ OffshoreShipRegister: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ GeopoliticalArea: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ ScaleTestCar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ OutfitCar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ FiveWellStackCar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ ModeOfTransit: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ SingleTrafficLane: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ ContractCarrier: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ FlatRackContainer: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ LightTruck: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Ambulance ⊑ InternationalLaw: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ PortEmbargo: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ ContainerShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ TrainStation: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Airport: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ LegalCharge: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ CargoShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Translocation: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ InternalShipRegister: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ IntermodalTransportation: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Arriving: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ LiquefiedGasTankerShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ InternalCombustionEngine: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ CoachRailcar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ TakingOff: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ GeographicArea: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ MilitaryVan: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ UreaCarrierShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ RadarOrSonar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Catamaran: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ CommercialCarrier: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Trail: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Dam: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Substance: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ DepartmentOfTransportation: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ LivestockCarrierShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ MerchantMarineShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ VehicleCarrierShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ TransportationSystem: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ FHWAVehicleClass5: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ FHWAVehicleClass6: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ FHWAVehicleClass7: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ FHWAVehicleClass8: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Transitway: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ FHWAVehicleClass1: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ PetroleumTankerShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ FHWAVehicleClass2: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ LocalTransitSystem: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ FHWAVehicleClass4: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ DrillingShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ BinaryPredicate: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ RoadJunction: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ FHWAVehicleClass9: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ FullSizeVan: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Ambulance ⊑ WoodChipsCarrierShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ DryBulkCargo: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ MaritimeBlockade: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ ShippingChannel: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ ShortSeaPassengerShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Profession: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ RailwayTerminal: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ TransportationDevice: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ CrewDormCar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Signalling: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ MotorScooter: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ CombinationOreAndOilCarrierShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ FishingTrawler: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ NavigationLight: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ CommercialService: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ RefrigeratedCargoShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Managing: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ TransportationSchedule: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ TurbopropAirplane: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Ambulance ⊑ Making: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ JetAirplane: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Ambulance ⊑ Motorboat: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Pipeline: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Ramp: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ AirTrafficControlProcedure: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ PassengerCar: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Ambulance ⊑ TransportationCompany: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ CombinationBulkAndOilCarrierShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ TerminalBuilding: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Keeping: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ AirTrafficControlCenter: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ UserPoweredVehicle: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ IceBreakerShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ ShipHatch: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ ShipRegister: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Shipping: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ ShippingLane: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Urea: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ SelfPoweredDevice: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ ParkingGarage: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ RelationalAttribute: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ FHWAVehicleClass12: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ SportUtilityVehicle: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Ambulance ⊑ FHWAVehicleClass13: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Wheel: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ InternationalAirport: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Ambulance ⊑ FHWAVehicleClass10: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ FHWAVehicleClass11: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Cycle: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ SurfacedRoadway: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ OrganicObject: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ HydraCushionFreightCar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ TruckTrailer: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ ElectronicDevice: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ LinerService: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ SteamEngine: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ FuelTank: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ DeckCargoShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ HoistingDevice: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ FireBoat: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ TradeEmbargo: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ OffshoreWellProductionShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ DieselEngine: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ MotorHopper: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ OffshoreAnchorage: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ InternalAttribute: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ FossilFuel: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ UnaryFunction: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ TransportationControlDevice: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ RailCarrierControl: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Object: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ OffshoreSupplyShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ Anchorage: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Ambulance ⊑ PassengerRailwayCar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Train ⊑ OpenTopRailcar: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Train ⊑ SpecializedTankerShip: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Train ⊑ RotaryDumpCar: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Train ⊑ SelfConnectedObject: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Train ⊑ HumanPoweredDevice: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Train ⊑ PontoonBridge: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Train ⊑ RailwayVehicle: Accepted (k=4, nAx=1022, nAxPerStep=1.8)
Train ⊑ BodyMotion: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Train ⊑ PhysicalQuantity: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Train ⊑ Pier: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Train ⊑ Harbor: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Train ⊑ ChemicalTankerShip: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Train ⊑ HumanHabitationSpace: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Train ⊑ RailwayJunction: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Train ⊑ DiningCar: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Train ⊑ TransitwayObstacle: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Train ⊑ Barge: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Train ⊑ UnimodalTransportationSystem: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Train ⊑ FlightDeck: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Train ⊑ Trailer: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
